text,intent
What payment methods do you accept for No Deposit booking under Nicole Lee?,payment
"Does City Hotel feature a swimming pool, spa and gym for Nicole Lee?",hotel_facilities
What are the check-in times at City Hotel for arrival on 5 May?,checkin_checkout
Can guest Nicole Lee request early check-in or late check-out at City Hotel?,checkin_checkout
I want to modify booking dates for guest Nicole Lee at City Hotel,modify_booking
Can I change my reservation from 3 nights for Nicole Lee?,modify_booking
Is Room Type A available at Resort Hotel for Amy Davis?,availability
Can I reserve a room for Amy Davis for 3 nights?,book_room
Is Undefined meal package included for Amy Davis's room?,breakfast
Do you provide 0 parking space for reservation under Amy Davis?,parking
Is parking space available at Resort Hotel for guest 587-000-3478?,parking
Can I cancel my booking under Amy Davis?,cancel_booking
Check reservation status for Amy Davis with status Check-Out,booking_status
Is booking status for Amy Davis confirmed at Resort Hotel?,booking_status
What payment methods do you accept for No Deposit booking under Amy Davis?,payment
"Does Resort Hotel feature a swimming pool, spa and gym for Amy Davis?",hotel_facilities
What are the check-in times at Resort Hotel for arrival on 24 March?,checkin_checkout
Can guest Amy Davis request early check-in or late check-out at Resort Hotel?,checkin_checkout
I want to modify booking dates for guest Amy Davis at Resort Hotel,modify_booking
Can I change my reservation from 3 nights for Amy Davis?,modify_booking
Is Room Type D available at City Hotel for Benjamin Horn?,availability
Can I reserve a room for Benjamin Horn for 3 nights?,book_room
How much is Room Type D at rate 150.3 per night?,room_price
Is BB meal package included for Benjamin Horn's room?,breakfast
Do you provide 0 parking space for reservation under Benjamin Horn?,parking
Is parking space available at City Hotel for guest 874-160-9123?,parking
Can I cancel my booking under Benjamin Horn?,cancel_booking
Check reservation status for Benjamin Horn with status Check-Out,booking_status
Is booking status for Benjamin Horn confirmed at City Hotel?,booking_status
What payment methods do you accept for No Deposit booking under Benjamin Horn?,payment
"Does City Hotel feature a swimming pool, spa and gym for Benjamin Horn?",hotel_facilities
Can guest Benjamin Horn request early check-in or late check-out at City Hotel?,checkin_checkout
I want to modify booking dates for guest Benjamin Horn at City Hotel,modify_booking
Can I change my reservation from 3 nights for Benjamin Horn?,modify_booking
Is Room Type E available at Resort Hotel for Kayla Bender?,availability
Can I reserve a room for Kayla Bender for 4 nights?,book_room
How much is Room Type E at rate 230.0 per night?,room_price
Is BB meal package included for Kayla Bender's room?,breakfast
Do you provide 0 parking space for reservation under Kayla Bender?,parking
Is parking space available at Resort Hotel for guest 396-724-6657?,parking
Can I cancel my booking under Kayla Bender?,cancel_booking
Check reservation status for Kayla Bender with status Canceled,booking_status
Is booking status for Kayla Bender confirmed at Resort Hotel?,booking_status
What payment methods do you accept for No Deposit booking under Kayla Bender?,payment
"Does Resort Hotel feature a swimming pool, spa and gym for Kayla Bender?",hotel_facilities
What are the check-in times at Resort Hotel for arrival on 17 July?,checkin_checkout
Can guest Kayla Bender request early check-in or late check-out at Resort Hotel?,checkin_checkout
I want to modify booking dates for guest Kayla Bender at Resort Hotel,modify_booking
Can I change my reservation from 4 nights for Kayla Bender?,modify_booking
Is Room Type A available at City Hotel for Courtney Garner?,availability
Can I reserve a room for Courtney Garner for 3 nights?,book_room
Is BB meal package included for Courtney Garner's room?,breakfast
Do you provide 0 parking space for reservation under Courtney Garner?,parking
Is parking space available at City Hotel for guest 983-891-0668?,parking
Can I cancel my booking under Courtney Garner?,cancel_booking
Check reservation status for Courtney Garner with status Check-Out,booking_status
Is booking status for Courtney Garner confirmed at City Hotel?,booking_status
What payment methods do you accept for No Deposit booking under Courtney Garner?,payment
"Does City Hotel feature a swimming pool, spa and gym for Courtney Garner?",hotel_facilities
What are the check-in times at City Hotel for arrival on 20 November?,checkin_checkout
Can guest Courtney Garner request early check-in or late check-out at City Hotel?,checkin_checkout
I want to modify booking dates for guest Courtney Garner at City Hotel,modify_booking
Can I change my reservation from 3 nights for Courtney Garner?,modify_booking
Is Room Type A available at City Hotel for Antonio Edwards?,availability
Can I reserve a room for Antonio Edwards for 2 nights?,book_room
Is SC meal package included for Antonio Edwards's room?,breakfast
Do you provide 0 parking space for reservation under Antonio Edwards?,parking
Is parking space available at City Hotel for guest 809-990-2984?,parking
Can I cancel my booking under Antonio Edwards?,cancel_booking
Check reservation status for Antonio Edwards with status Check-Out,booking_status
Is booking status for Antonio Edwards confirmed at City Hotel?,booking_status
What payment methods do you accept for No Deposit booking under Antonio Edwards?,payment
"Does City Hotel feature a swimming pool, spa and gym for Antonio Edwards?",hotel_facilities
Can guest Antonio Edwards request early check-in or late check-out at City Hotel?,checkin_checkout
I want to modify booking dates for guest Antonio Edwards at City Hotel,modify_booking
Can I change my reservation from 2 nights for Antonio Edwards?,modify_booking
Is Room Type D available at City Hotel for William Chambers?,availability
Can I reserve a room for William Chambers for 2 nights?,book_room
How much is Room Type D at rate 98.88 per night?,room_price
Is BB meal package included for William Chambers's room?,breakfast
Do you provide 0 parking space for reservation under William Chambers?,parking
Is parking space available at City Hotel for guest 759-737-2044?,parking
Can I cancel my booking under William Chambers?,cancel_booking
Check reservation status for William Chambers with status Check-Out,booking_status
Is booking status for William Chambers confirmed at City Hotel?,booking_status
What payment methods do you accept for No Deposit booking under William Chambers?,payment
"Does City Hotel feature a swimming pool, spa and gym for William Chambers?",hotel_facilities
Can guest William Chambers request early check-in or late check-out at City Hotel?,checkin_checkout
I want to modify booking dates for guest William Chambers at City Hotel,modify_booking
Can I change my reservation from 2 nights for William Chambers?,modify_booking
Is Room Type D available at City Hotel for Kimberly David?,availability
Can I reserve a room for Kimberly David for 3 nights?,book_room
How much is Room Type D at rate 114.3 per night?,room_price
Is BB meal package included for Kimberly David's room?,breakfast
Do you provide 0 parking space for reservation under Kimberly David?,parking
Is parking space available at City Hotel for guest 342-497-9000?,parking
Can I cancel my booking under Kimberly David?,cancel_booking
Check reservation status for Kimberly David with status Check-Out,booking_status
Is booking status for Kimberly David confirmed at City Hotel?,booking_status
What payment methods do you accept for No Deposit booking under Kimberly David?,payment
"Does City Hotel feature a swimming pool, spa and gym for Kimberly David?",hotel_facilities
Can guest Kimberly David request early check-in or late check-out at City Hotel?,checkin_checkout
I want to modify booking dates for guest Kimberly David at City Hotel,modify_booking
Can I change my reservation from 3 nights for Kimberly David?,modify_booking
Is Room Type A available at City Hotel for Lisa Johnson?,availability
Can I reserve a room for Lisa Johnson for 4 nights?,book_room
How much is Room Type A at rate 169.2 per night?,room_price
Is HB meal package included for Lisa Johnson's room?,breakfast
Do you provide 0 parking space for reservation under Lisa Johnson?,parking
Is parking space available at City Hotel for guest 868-856-0283?,parking
Can I cancel my booking under Lisa Johnson?,cancel_booking
Check reservation status for Lisa Johnson with status Check-Out,booking_status
Is booking status for Lisa Johnson confirmed at City Hotel?,booking_status
What payment methods do you accept for No Deposit booking under Lisa Johnson?,payment
"Does City Hotel feature a swimming pool, spa and gym for Lisa Johnson?",hotel_facilities
What are the check-in times at City Hotel for arrival on 30 May?,checkin_checkout
Can guest Lisa Johnson request early check-in or late check-out at City Hotel?,checkin_checkout
I want to modify booking dates for guest Lisa Johnson at City Hotel,modify_booking
Can I change my reservation from 4 nights for Lisa Johnson?,modify_booking
Is Room Type A available at Resort Hotel for Steven Sanchez?,availability
Can I reserve a room for Steven Sanchez for 3 nights?,book_room
How much is Room Type A at rate 93.38 per night?,room_price
Is BB meal package included for Steven Sanchez's room?,breakfast
Do you provide 0 parking space for reservation under Steven Sanchez?,parking
Is parking space available at Resort Hotel for guest 503-525-3063?,parking
Can I cancel my booking under Steven Sanchez?,cancel_booking
Check reservation status for Steven Sanchez with status Canceled,booking_status
Is booking status for Steven Sanchez confirmed at Resort Hotel?,booking_status
What payment methods do you accept for No Deposit booking under Steven Sanchez?,payment
"Does Resort Hotel feature a swimming pool, spa and gym for Steven Sanchez?",hotel_facilities
What are the check-in times at Resort Hotel for arrival on 4 July?,checkin_checkout
Can guest Steven Sanchez request early check-in or late check-out at Resort Hotel?,checkin_checkout
I want to modify booking dates for guest Steven Sanchez at Resort Hotel,modify_booking
Can I change my reservation from 3 nights for Steven Sanchez?,modify_booking
Is Room Type A available at City Hotel for Andrew Welch?,availability
Can I reserve a room for Andrew Welch for 2 nights?,book_room
Is BB meal package included for Andrew Welch's room?,breakfast
Do you provide 0 parking space for reservation under Andrew Welch?,parking
Is parking space available at City Hotel for guest 167-881-7746?,parking
Can I cancel my booking under Andrew Welch?,cancel_booking
Check reservation status for Andrew Welch with status Canceled,booking_status
Is booking status for Andrew Welch confirmed at City Hotel?,booking_status
What payment methods do you accept for Non Refund booking under Andrew Welch?,payment
"Does City Hotel feature a swimming pool, spa and gym for Andrew Welch?",hotel_facilities
What are the check-in times at City Hotel for arrival on 20 May?,checkin_checkout
Can guest Andrew Welch request early check-in or late check-out at City Hotel?,checkin_checkout
I want to modify booking dates for guest Andrew Welch at City Hotel,modify_booking
Can I change my reservation from 2 nights for Andrew Welch?,modify_booking
Is Room Type D available at Resort Hotel for Linda Soto?,availability
Can I reserve a room for Linda Soto for 7 nights?,book_room
How much is Room Type D at rate 68.0 per night?,room_price
Is BB meal package included for Linda Soto's room?,breakfast
Do you provide 0 parking space for reservation under Linda Soto?,parking
Is parking space available at Resort Hotel for guest 903-892-8511?,parking
Can I cancel my booking under Linda Soto?,cancel_booking
Check reservation status for Linda Soto with status Canceled,booking_status
Is booking status for Linda Soto confirmed at Resort Hotel?,booking_status
What payment methods do you accept for No Deposit booking under Linda Soto?,payment
"Does Resort Hotel feature a swimming pool, spa and gym for Linda Soto?",hotel_facilities
What are the check-in times at Resort Hotel for arrival on 15 October?,checkin_checkout
Can guest Linda Soto request early check-in or late check-out at Resort Hotel?,checkin_checkout
I want to modify booking dates for guest Linda Soto at Resort Hotel,modify_booking
Can I change my reservation from 7 nights for Linda Soto?,modify_booking
Is Room Type A available at City Hotel for Derek Weber?,availability
Do you have room availability for 3 adults in June 2016?,availability
Can I reserve a room for Derek Weber for 1 nights?,book_room
How much is Room Type A at rate 111.6 per night?,room_price
Is BB meal package included for Derek Weber's room?,breakfast
Do you provide 0 parking space for reservation under Derek Weber?,parking
Is parking space available at City Hotel for guest 713-706-5015?,parking
Can I cancel my booking under Derek Weber?,cancel_booking
Check reservation status for Derek Weber with status Check-Out,booking_status
Is booking status for Derek Weber confirmed at City Hotel?,booking_status
What payment methods do you accept for No Deposit booking under Derek Weber?,payment
"Does City Hotel feature a swimming pool, spa and gym for Derek Weber?",hotel_facilities
What are the check-in times at City Hotel for arrival on 29 June?,checkin_checkout
Can guest Derek Weber request early check-in or late check-out at City Hotel?,checkin_checkout
I want to modify booking dates for guest Derek Weber at City Hotel,modify_booking
Can I change my reservation from 1 nights for Derek Weber?,modify_booking
Is Room Type A available at City Hotel for Jessica Garcia?,availability
Can I reserve a room for Jessica Garcia for 1 nights?,book_room
Is BB meal package included for Jessica Garcia's room?,breakfast
Do you provide 0 parking space for reservation under Jessica Garcia?,parking
Is parking space available at City Hotel for guest 966-247-8316?,parking
Can I cancel my booking under Jessica Garcia?,cancel_booking
Check reservation status for Jessica Garcia with status Canceled,booking_status
Is booking status for Jessica Garcia confirmed at City Hotel?,booking_status
What payment methods do you accept for Non Refund booking under Jessica Garcia?,payment
"Does City Hotel feature a swimming pool, spa and gym for Jessica Garcia?",hotel_facilities
Can guest Jessica Garcia request early check-in or late check-out at City Hotel?,checkin_checkout
I want to modify booking dates for guest Jessica Garcia at City Hotel,modify_booking
Can I change my reservation from 1 nights for Jessica Garcia?,modify_booking
Is Room Type D available at City Hotel for Steven Young?,availability
Can I reserve a room for Steven Young for 3 nights?,book_room
How much is Room Type D at rate 118.0 per night?,room_price
Is BB meal package included for Steven Young's room?,breakfast
Do you provide 0 parking space for reservation under Steven Young?,parking
Is parking space available at City Hotel for guest 253-167-7539?,parking
Can I cancel my booking under Steven Young?,cancel_booking
Check reservation status for Steven Young with status Canceled,booking_status
Is booking status for Steven Young confirmed at City Hotel?,booking_status
What payment methods do you accept for No Deposit booking under Steven Young?,payment
"Does City Hotel feature a swimming pool, spa and gym for Steven Young?",hotel_facilities
What are the check-in times at City Hotel for arrival on 23 February?,checkin_checkout
Can guest Steven Young request early check-in or late check-out at City Hotel?,checkin_checkout
I want to modify booking dates for guest Steven Young at City Hotel,modify_booking
Can I change my reservation from 3 nights for Steven Young?,modify_booking
Is Room Type A available at City Hotel for Nicole Goodwin?,availability
Can I reserve a room for Nicole Goodwin for 3 nights?,book_room
Is HB meal package included for Nicole Goodwin's room?,breakfast
Do you provide 0 parking space for reservation under Nicole Goodwin?,parking
Is parking space available at City Hotel for guest 346-975-1892?,parking
Can I cancel my booking under Nicole Goodwin?,cancel_booking
Check reservation status for Nicole Goodwin with status Canceled,booking_status
Is booking status for Nicole Goodwin confirmed at City Hotel?,booking_status
What payment methods do you accept for No Deposit booking under Nicole Goodwin?,payment
"Does City Hotel feature a swimming pool, spa and gym for Nicole Goodwin?",hotel_facilities
Can guest Nicole Goodwin request early check-in or late check-out at City Hotel?,checkin_checkout
I want to modify booking dates for guest Nicole Goodwin at City Hotel,modify_booking
Can I change my reservation from 3 nights for Nicole Goodwin?,modify_booking
Is Room Type A available at City Hotel for Aimee Ryan?,availability
Can I reserve a room for Aimee Ryan for 3 nights?,book_room
Is BB meal package included for Aimee Ryan's room?,breakfast
Do you provide 0 parking space for reservation under Aimee Ryan?,parking
Is parking space available at City Hotel for guest 891-177-0828?,parking
Can I cancel my booking under Aimee Ryan?,cancel_booking
Check reservation status for Aimee Ryan with status Canceled,booking_status
Is booking status for Aimee Ryan confirmed at City Hotel?,booking_status
What payment methods do you accept for Non Refund booking under Aimee Ryan?,payment
"Does City Hotel feature a swimming pool, spa and gym for Aimee Ryan?",hotel_facilities
Can guest Aimee Ryan request early check-in or late check-out at City Hotel?,checkin_checkout
I want to modify booking dates for guest Aimee Ryan at City Hotel,modify_booking
Can I change my reservation from 3 nights for Aimee Ryan?,modify_booking
Is Room Type A available at Resort Hotel for James Chen?,availability
Can I reserve a room for James Chen for 2 nights?,book_room
How much is Room Type A at rate 50.0 per night?,room_price
Is HB meal package included for James Chen's room?,breakfast
Do you provide 0 parking space for reservation under James Chen?,parking
Is parking space available at Resort Hotel for guest 120-149-8803?,parking
Can I cancel my booking under James Chen?,cancel_booking
Check reservation status for James Chen with status Canceled,booking_status
Is booking status for James Chen confirmed at Resort Hotel?,booking_status
What payment methods do you accept for Non Refund booking under James Chen?,payment
"Does Resort Hotel feature a swimming pool, spa and gym for James Chen?",hotel_facilities
Can guest James Chen request early check-in or late check-out at Resort Hotel?,checkin_checkout
I want to modify booking dates for guest James Chen at Resort Hotel,modify_booking
Can I change my reservation from 2 nights for James Chen?,modify_booking
Is Room Type A available at City Hotel for Lisa Jordan?,availability
Can I reserve a room for Lisa Jordan for 2 nights?,book_room
Is BB meal package included for Lisa Jordan's room?,breakfast
Do you provide 0 parking space for reservation under Lisa Jordan?,parking
Is parking space available at City Hotel for guest 433-248-0606?,parking
Can I cancel my booking under Lisa Jordan?,cancel_booking
Check reservation status for Lisa Jordan with status Check-Out,booking_status
Is booking status for Lisa Jordan confirmed at City Hotel?,booking_status
What payment methods do you accept for No Deposit booking under Lisa Jordan?,payment
"Does City Hotel feature a swimming pool, spa and gym for Lisa Jordan?",hotel_facilities
What are the check-in times at City Hotel for arrival on 11 July?,checkin_checkout
Can guest Lisa Jordan request early check-in or late check-out at City Hotel?,checkin_checkout
I want to modify booking dates for guest Lisa Jordan at City Hotel,modify_booking
Can I change my reservation from 2 nights for Lisa Jordan?,modify_booking
Is Room Type A available at Resort Hotel for Brandon Weeks?,availability
Can I reserve a room for Brandon Weeks for 7 nights?,book_room
Is BB meal package included for Brandon Weeks's room?,breakfast
Do you provide 0 parking space for reservation under Brandon Weeks?,parking
Is parking space available at Resort Hotel for guest 705-221-2622?,parking
Can I cancel my booking under Brandon Weeks?,cancel_booking
Check reservation status for Brandon Weeks with status Check-Out,booking_status
Is booking status for Brandon Weeks confirmed at Resort Hotel?,booking_status
What payment methods do you accept for No Deposit booking under Brandon Weeks?,payment
"Does Resort Hotel feature a swimming pool, spa and gym for Brandon Weeks?",hotel_facilities
What are the check-in times at Resort Hotel for arrival on 11 June?,checkin_checkout
Can guest Brandon Weeks request early check-in or late check-out at Resort Hotel?,checkin_checkout
I want to modify booking dates for guest Brandon Weeks at Resort Hotel,modify_booking
Can I change my reservation from 7 nights for Brandon Weeks?,modify_booking
Is Room Type D available at City Hotel for Mrs. Stephanie Foster DVM?,availability
Can I reserve a room for Mrs. Stephanie Foster DVM for 1 nights?,book_room
How much is Room Type D at rate 100.5 per night?,room_price
Is BB meal package included for Mrs. Stephanie Foster DVM's room?,breakfast
Do you provide 0 parking space for reservation under Mrs. Stephanie Foster DVM?,parking
Is parking space available at City Hotel for guest 806-821-7140?,parking
Can I cancel my booking under Mrs. Stephanie Foster DVM?,cancel_booking
Check reservation status for Mrs. Stephanie Foster DVM with status Check-Out,booking_status
Is booking status for Mrs. Stephanie Foster DVM confirmed at City Hotel?,booking_status
What payment methods do you accept for No Deposit booking under Mrs. Stephanie Foster DVM?,payment
"Does City Hotel feature a swimming pool, spa and gym for Mrs. Stephanie Foster DVM?",hotel_facilities
Can guest Mrs. Stephanie Foster DVM request early check-in or late check-out at City Hotel?,checkin_checkout
I want to modify booking dates for guest Mrs. Stephanie Foster DVM at City Hotel,modify_booking
Can I change my reservation from 1 nights for Mrs. Stephanie Foster DVM?,modify_booking
Is Room Type A available at City Hotel for Leslie Cox?,availability
Can I reserve a room for Leslie Cox for 2 nights?,book_room
Is BB meal package included for Leslie Cox's room?,breakfast
Do you provide 0 parking space for reservation under Leslie Cox?,parking
Is parking space available at City Hotel for guest 265-584-6539?,parking
Can I cancel my booking under Leslie Cox?,cancel_booking
Check reservation status for Leslie Cox with status Check-Out,booking_status
Is booking status for Leslie Cox confirmed at City Hotel?,booking_status
What payment methods do you accept for No Deposit booking under Leslie Cox?,payment
"Does City Hotel feature a swimming pool, spa and gym for Leslie Cox?",hotel_facilities
Can guest Leslie Cox request early check-in or late check-out at City Hotel?,checkin_checkout
I want to modify booking dates for guest Leslie Cox at City Hotel,modify_booking
Can I change my reservation from 2 nights for Leslie Cox?,modify_booking
Is Room Type D available at City Hotel for Jessica Bradley?,availability
Can I reserve a room for Jessica Bradley for 7 nights?,book_room
How much is Room Type D at rate 101.0 per night?,room_price
Is BB meal package included for Jessica Bradley's room?,breakfast
Do you provide 0 parking space for reservation under Jessica Bradley?,parking
Is parking space available at City Hotel for guest 322-818-3852?,parking
Can I cancel my booking under Jessica Bradley?,cancel_booking
Check reservation status for Jessica Bradley with status No-Show,booking_status
Is booking status for Jessica Bradley confirmed at City Hotel?,booking_status
What payment methods do you accept for No Deposit booking under Jessica Bradley?,payment
"Does City Hotel feature a swimming pool, spa and gym for Jessica Bradley?",hotel_facilities
What are the check-in times at City Hotel for arrival on 27 February?,checkin_checkout
Can guest Jessica Bradley request early check-in or late check-out at City Hotel?,checkin_checkout
I want to modify booking dates for guest Jessica Bradley at City Hotel,modify_booking
Can I change my reservation from 7 nights for Jessica Bradley?,modify_booking
Is Room Type A available at City Hotel for Miss Jamie Rodriguez?,availability
Can I reserve a room for Miss Jamie Rodriguez for 2 nights?,book_room
Is BB meal package included for Miss Jamie Rodriguez's room?,breakfast
Do you provide 0 parking space for reservation under Miss Jamie Rodriguez?,parking
Is parking space available at City Hotel for guest 275-001-2784?,parking
Can I cancel my booking under Miss Jamie Rodriguez?,cancel_booking
Check reservation status for Miss Jamie Rodriguez with status Canceled,booking_status
Is booking status for Miss Jamie Rodriguez confirmed at City Hotel?,booking_status
What payment methods do you accept for Non Refund booking under Miss Jamie Rodriguez?,payment
"Does City Hotel feature a swimming pool, spa and gym for Miss Jamie Rodriguez?",hotel_facilities
Can guest Miss Jamie Rodriguez request early check-in or late check-out at City Hotel?,checkin_checkout
I want to modify booking dates for guest Miss Jamie Rodriguez at City Hotel,modify_booking
Can I change my reservation from 2 nights for Miss Jamie Rodriguez?,modify_booking
Is Room Type A available at City Hotel for Wanda Hall?,availability
Do you have room availability for 1 adults in August 2017?,availability
Can I reserve a room for Wanda Hall for 1 nights?,book_room
How much is Room Type A at rate 80.1 per night?,room_price
Is SC meal package included for Wanda Hall's room?,breakfast
Do you provide 0 parking space for reservation under Wanda Hall?,parking
Is parking space available at City Hotel for guest 376-822-2827?,parking
Can I cancel my booking under Wanda Hall?,cancel_booking
Check reservation status for Wanda Hall with status Check-Out,booking_status
Is booking status for Wanda Hall confirmed at City Hotel?,booking_status
What payment methods do you accept for No Deposit booking under Wanda Hall?,payment
"Does City Hotel feature a swimming pool, spa and gym for Wanda Hall?",hotel_facilities
What are the check-in times at City Hotel for arrival on 27 August?,checkin_checkout
Can guest Wanda Hall request early check-in or late check-out at City Hotel?,checkin_checkout
I want to modify booking dates for guest Wanda Hall at City Hotel,modify_booking
Can I change my reservation from 1 nights for Wanda Hall?,modify_booking
Is Room Type A available at City Hotel for Jennifer Santos?,availability
Can I reserve a room for Jennifer Santos for 1 nights?,book_room
How much is Room Type A at rate 204.3 per night?,room_price
Is HB meal package included for Jennifer Santos's room?,breakfast
Do you provide 0 parking space for reservation under Jennifer Santos?,parking
Is parking space available at City Hotel for guest 244-945-4661?,parking
Can I cancel my booking under Jennifer Santos?,cancel_booking
Check reservation status for Jennifer Santos with status Canceled,booking_status
Is booking status for Jennifer Santos confirmed at City Hotel?,booking_status
What payment methods do you accept for No Deposit booking under Jennifer Santos?,payment
"Does City Hotel feature a swimming pool, spa and gym for Jennifer Santos?",hotel_facilities
Can guest Jennifer Santos request early check-in or late check-out at City Hotel?,checkin_checkout
I want to modify booking dates for guest Jennifer Santos at City Hotel,modify_booking
Can I change my reservation from 1 nights for Jennifer Santos?,modify_booking
Is Room Type A available at Resort Hotel for Mary Gamble?,availability
Can I reserve a room for Mary Gamble for 1 nights?,book_room
How much is Room Type A at rate 138.0 per night?,room_price
Is BB meal package included for Mary Gamble's room?,breakfast
Do you provide 1 parking space for reservation under Mary Gamble?,parking
Is parking space available at Resort Hotel for guest 686-276-0036?,parking
Can I cancel my booking under Mary Gamble?,cancel_booking
Check reservation status for Mary Gamble with status Check-Out,booking_status
Is booking status for Mary Gamble confirmed at Resort Hotel?,booking_status
What payment methods do you accept for No Deposit booking under Mary Gamble?,payment
"Does Resort Hotel feature a swimming pool, spa and gym for Mary Gamble?",hotel_facilities
What are the check-in times at Resort Hotel for arrival on 23 August?,checkin_checkout
Can guest Mary Gamble request early check-in or late check-out at Resort Hotel?,checkin_checkout
I want to modify booking dates for guest Mary Gamble at Resort Hotel,modify_booking
Can I change my reservation from 1 nights for Mary Gamble?,modify_booking
Is Room Type D available at City Hotel for Jenny Clarke?,availability
Can I reserve a room for Jenny Clarke for 3 nights?,book_room
How much is Room Type D at rate 117.6 per night?,room_price
Is BB meal package included for Jenny Clarke's room?,breakfast
Do you provide 0 parking space for reservation under Jenny Clarke?,parking
Is parking space available at City Hotel for guest 823-635-5690?,parking
Can I cancel my booking under Jenny Clarke?,cancel_booking
Check reservation status for Jenny Clarke with status Check-Out,booking_status
Is booking status for Jenny Clarke confirmed at City Hotel?,booking_status
What payment methods do you accept for No Deposit booking under Jenny Clarke?,payment
"Does City Hotel feature a swimming pool, spa and gym for Jenny Clarke?",hotel_facilities
Can guest Jenny Clarke request early check-in or late check-out at City Hotel?,checkin_checkout
I want to modify booking dates for guest Jenny Clarke at City Hotel,modify_booking
Can I change my reservation from 3 nights for Jenny Clarke?,modify_booking
Is Room Type A available at City Hotel for Randall Adams?,availability
Can I reserve a room for Randall Adams for 2 nights?,book_room
Is HB meal package included for Randall Adams's room?,breakfast
Do you provide 0 parking space for reservation under Randall Adams?,parking
Is parking space available at City Hotel for guest 413-137-8234?,parking
Can I cancel my booking under Randall Adams?,cancel_booking
Check reservation status for Randall Adams with status Check-Out,booking_status
Is booking status for Randall Adams confirmed at City Hotel?,booking_status
What payment methods do you accept for No Deposit booking under Randall Adams?,payment
"Does City Hotel feature a swimming pool, spa and gym for Randall Adams?",hotel_facilities
Can guest Randall Adams request early check-in or late check-out at City Hotel?,checkin_checkout
I want to modify booking dates for guest Randall Adams at City Hotel,modify_booking
Can I change my reservation from 2 nights for Randall Adams?,modify_booking
Is Room Type D available at Resort Hotel for Kimberly Carrillo?,availability
I want to book Room Type D for 3 guests at Resort Hotel,book_room
Can I reserve a room for Kimberly Carrillo for 7 nights?,book_room
How much is Room Type D at rate 274.45 per night?,room_price
Is Undefined meal package included for Kimberly Carrillo's room?,breakfast
Do you provide 0 parking space for reservation under Kimberly Carrillo?,parking
Is parking space available at Resort Hotel for guest 441-394-2687?,parking
Can I cancel my booking under Kimberly Carrillo?,cancel_booking
Check reservation status for Kimberly Carrillo with status Canceled,booking_status
Is booking status for Kimberly Carrillo confirmed at Resort Hotel?,booking_status
What payment methods do you accept for No Deposit booking under Kimberly Carrillo?,payment
"Does Resort Hotel feature a swimming pool, spa and gym for Kimberly Carrillo?",hotel_facilities
Can guest Kimberly Carrillo request early check-in or late check-out at Resort Hotel?,checkin_checkout
I want to modify booking dates for guest Kimberly Carrillo at Resort Hotel,modify_booking
Can I change my reservation from 7 nights for Kimberly Carrillo?,modify_booking
Is Room Type D available at Resort Hotel for Douglas Jimenez?,availability
Can I reserve a room for Douglas Jimenez for 2 nights?,book_room
How much is Room Type D at rate 37.0 per night?,room_price
Is BB meal package included for Douglas Jimenez's room?,breakfast
Do you provide 0 parking space for reservation under Douglas Jimenez?,parking
Is parking space available at Resort Hotel for guest 340-046-4503?,parking
Can I cancel my booking under Douglas Jimenez?,cancel_booking
Check reservation status for Douglas Jimenez with status Check-Out,booking_status
Is booking status for Douglas Jimenez confirmed at Resort Hotel?,booking_status
What payment methods do you accept for No Deposit booking under Douglas Jimenez?,payment
"Does Resort Hotel feature a swimming pool, spa and gym for Douglas Jimenez?",hotel_facilities
What are the check-in times at Resort Hotel for arrival on 6 December?,checkin_checkout
Can guest Douglas Jimenez request early check-in or late check-out at Resort Hotel?,checkin_checkout
I want to modify booking dates for guest Douglas Jimenez at Resort Hotel,modify_booking
Can I change my reservation from 2 nights for Douglas Jimenez?,modify_booking
Is Room Type D available at City Hotel for April Allen?,availability
Can I reserve a room for April Allen for 7 nights?,book_room
How much is Room Type D at rate 100.3 per night?,room_price
Is BB meal package included for April Allen's room?,breakfast
Do you provide 0 parking space for reservation under April Allen?,parking
Is parking space available at City Hotel for guest 617-551-3217?,parking
Can I cancel my booking under April Allen?,cancel_booking
Check reservation status for April Allen with status Canceled,booking_status
Is booking status for April Allen confirmed at City Hotel?,booking_status
What payment methods do you accept for No Deposit booking under April Allen?,payment
"Does City Hotel feature a swimming pool, spa and gym for April Allen?",hotel_facilities
What are the check-in times at City Hotel for arrival on 6 March?,checkin_checkout
Can guest April Allen request early check-in or late check-out at City Hotel?,checkin_checkout
I want to modify booking dates for guest April Allen at City Hotel,modify_booking
Can I change my reservation from 7 nights for April Allen?,modify_booking
Is Room Type E available at Resort Hotel for Mrs. Lori Holmes DVM?,availability
Can I reserve a room for Mrs. Lori Holmes DVM for 7 nights?,book_room
How much is Room Type E at rate 84.95 per night?,room_price
Is HB meal package included for Mrs. Lori Holmes DVM's room?,breakfast
Do you provide 1 parking space for reservation under Mrs. Lori Holmes DVM?,parking
Is parking space available at Resort Hotel for guest 968-296-7246?,parking
Can I cancel my booking under Mrs. Lori Holmes DVM?,cancel_booking
Check reservation status for Mrs. Lori Holmes DVM with status Check-Out,booking_status
Is booking status for Mrs. Lori Holmes DVM confirmed at Resort Hotel?,booking_status
What payment methods do you accept for No Deposit booking under Mrs. Lori Holmes DVM?,payment
"Does Resort Hotel feature a swimming pool, spa and gym for Mrs. Lori Holmes DVM?",hotel_facilities
What are the check-in times at Resort Hotel for arrival on 21 October?,checkin_checkout
